"annotation_id","annotator","comment","created_at","id","lead_time","product_name","rating","sentiment","updated_at","username"
50,"1","Màu sắc: đen, xám
Màn hình: ok

Hay quá, cho bố mà thử ngay SM của con hehe","2024-04-14T12:13:46.272092Z",25,4.787,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-14T12:13:46.272092Z","herikirnawati"
51,"1","Xuất hiện: khá tốt
Màu sắc: bạc

Gói hàng đã đến, hàng hóa tốt theo","2024-04-14T12:13:51.245996Z",26,3.691,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",4,"No Spam","2024-04-14T12:13:51.245996Z","y*****4"
52,"1","Đề xuất hiển thị: ok
Đáng giá: pokonya ok,👍👍👍","2024-04-14T12:13:58.089359Z",27,4.702,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:13:58.089359Z","mimitama694"
53,"1","Xuất hiện: Đẹp
Màu sắc: phù hợp

Điểm trừ duy nhất là tóc quá ngắn","2024-04-14T12:14:03.839207Z",28,1.507,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",4,"No Spam","2024-04-14T12:14:03.839207Z","junaidiphadang"
54,"1","Người bán lừa đảo, đơn đặt hàng đi kèm với móc khóa","2024-04-14T12:15:36.106248Z",29,4.23,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",1,"No Spam","2024-04-14T12:15:36.106248Z","nandilapspt"
55,"1","Cảm ơn người bán, giao hàng đúng hẹn *****","2024-04-14T12:15:40.532892Z",30,5.228,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:15:44.726263Z","fauzi2107"
56,"1","Tương tự với ad: Mình đã rất vui","2024-04-14T12:15:49.134220Z",31,3.308,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:15:49.134220Z",""
57,"1","Tại sao chiếc mũ lại có sọc, không phải màu đen ??","2024-04-14T12:15:52.760237Z",32,2.402,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",2,"No Spam","2024-04-14T12:15:52.760237Z","rudinilam"
4,"1","Hoàn hảo để che đầu hói","2024-04-13T17:16:33.683200Z",33,4.712,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-13T17:16:33.683200Z","rastarasta000"
58,"1","Không tốt","2024-04-14T12:16:04.080873Z",34,6.646,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-15T04:44:48.560413Z","yoga6910"
59,"1","Xuất hiện: đẹp
Màu sắc: đẹp","2024-04-14T12:16:07.526196Z",35,2.548,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",4,"No Spam","2024-04-14T12:16:07.526196Z","malang844"
60,"1","Xuất hiện: khá
Màu sắc: phù hợp","2024-04-14T12:16:13.557172Z",36,4.91,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:16:13.557172Z","ilhamfahqrudin"
5,"1","Tương tự với quảng cáo: Tôi đã nhận và tôi thích nó.
Chất lượng: rất tốt","2024-04-13T17:17:09.445553Z",37,8.629000000000001,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-14T18:29:06.285745Z",""
61,"1","Đáng giá: phù hợp","2024-04-14T12:16:21.013512Z",38,2.54,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:16:21.013512Z","zaenalabidin121"
62,"1","Xuất hiện: khá
Màu sắc: thích hợp cho cha mẹ","2024-04-14T12:16:31.428792Z",39,8.782,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",2,"No Spam","2024-04-14T12:16:31.428792Z","mamadgunawijaya"
63,"1","Màu sắc: ok
Màn hình: ok

Okokok","2024-04-14T12:16:34.520108Z",40,2.037,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:16:34.520108Z","h4qtcwpuis"
64,"1","Màu sắc: tốt
Màn hình: tốt","2024-04-14T12:16:39.975937Z",41,4.388,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",4,"No Spam","2024-04-14T12:16:39.975937Z","zamiat"
65,"1","Màn hình: ổn định
Màu sắc: rắn","2024-04-14T12:16:45.156598Z",42,2.441,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:16:45.156598Z","nasrullah218"
66,"1","Màu sắc: tốt
Màn hình: ok","2024-04-14T12:16:50.516021Z",43,3.643,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",2,"No Spam","2024-04-14T12:16:50.516021Z","ricky_rangkuti813"
67,"1","Xuất hiện: Rất tốt","2024-04-14T12:16:54.721786Z",44,3.066,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:16:54.721786Z","liksonlaeksa"
68,"1","Tốt, theo giá cả.","2024-04-14T12:17:00.453757Z",45,4.825,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-14T12:17:00.453757Z","kusdieraflessiasaib"
69,"1","Xấu xí","2024-04-14T12:17:03.629103Z",46,3.173,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",1,"No Spam","2024-04-14T17:16:21.321699Z","yudhaardiansyah551"
2,"1","Không tốt","2024-04-13T17:14:26.142342Z",47,5.733,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",3,"No Spam","2024-04-14T12:17:07.100913Z","5hvtai0apb"
1,"1","Tháng chín rồi","2024-04-13T17:14:04.169509Z",48,11.668999999999999,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:17:10.007525Z","abimayusandi"
70,"1","Cảm ơn bạn","2024-04-14T12:17:12.988510Z",49,2.025,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:17:12.989507Z","ardiansyah201279"
71,"1","Tốt...","2024-04-14T12:17:16.258394Z",50,3.705,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-15T13:03:20.859241Z","kumbangkelana512"
72,"1","Jos tuyệt vời","2024-04-14T12:17:20.684311Z",51,3.03,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-14T12:17:20.684311Z","jemaaen76"
73,"1","Màu sắc: xám xám
Xuất hiện: thực sự tuyệt vời","2024-04-14T12:17:28.923277Z",52,4.629,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"Spam","2024-04-14T12:17:28.923277Z","pancongyay4"
74,"1","Màu sắc: đẹp

Tốt","2024-04-14T12:17:33.149384Z",53,2.443,"Mũ Beanie Giả Tóc Giả Hóa Trang Halloween Họa Tiết Đầu Lâu Spiky Vui Nhộn Phong Cách Hip Hop Thời Trang Cho Nam Và Nữ",5,"No Spam","2024-04-14T12:17:33.149384Z","henraadislusiens"
75,"1","Màu sắc:gold
Đúng với mô tả:đúng mô tả
Chất liệu:kim loai

Sản phẩm 
hộp lịch sự . Làm quà tặng rất đẹp và tinh tế","2024-04-14T12:17:39.191606Z",54,4.878,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:17:39.191606Z","miencattrangcr2002"
76,"1","Màu sắc:tot
Đúng với mô tả:dung
Chất liệu:ok

100₫ cho shop lunn không phải bàn ấy. Quá đỉnh, giao hàng nhanh đúng đơn đặt, cà vạt chất cũng đẹp, ghim cài mọi thứ đều rất đẹp ấy ạ. Nói chung ko có từ nào để chê được huhu thank shop","2024-04-14T12:17:44.495298Z",55,4.027,"{Mẫu 2023} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:17:44.495298Z","baongoc942011"
77,"1","Chất liệu:kim loai
Màu sắc:bạc, vàng
Đúng với mô tả:sp đẹp

Shop chu đáo, gói hàng cần thận, có hộp đựng , mẫu xinh , sang , sẽ ủng hộ tiếp ạ","2024-04-14T12:17:48.725467Z",56,3.105,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:17:48.725467Z","thaolinhthao0202"
78,"1","Màu sắc:bac
Đúng với mô tả:đúng
Chất liệu:sắt

Cute ,nua trên nayd rẻ, mua ở những shop bán đồ vest mắc lắm luôn. Nên mua trên này tha hồ mua mấy cái","2024-04-14T12:17:52.833023Z",57,1.973,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:17:52.833023Z","baochau.ha"
79,"1","Đã nhận được hàng. Sản phẩm y hình. Sáng loáng. Đựng trong chiếc hộp xinh xắn. Đóng gói chắc chắn. Đánh giá cao sự chỉnh chu","2024-04-14T12:17:56.303819Z",58,1.84,"{Mẫu 2020} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:17:56.303819Z","z7s_xlo767xju3s_dp5oknv11aoc"
80,"1","Hàng tạm ổn với giá tiền. Không đòi hỏi quá nhiều. Dùng bảo quản tốt thì sẽ bền. Chất lượng mỹ kí nên rất sáng và bắt sáng. Kiểu này mang đi tiệc ổn nha nha. 
Chúc shop mua may bán đắt. 
Recommend cho mng nghen","2024-04-14T12:17:59.235100Z",59,2.052,"{Mẫu 2021} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:17:59.235100Z","k*****e"
81,"1","Chất liệu:Kim loại xi mạ
Màu sắc:Vàng / Bạc
Đúng với mô tả:Đúng với mô tả

Mẫu mã đẹp, giống với hình. Với giá ntn thì mình cũng ưng ý rồi

Cho shop 5 sao","2024-04-14T12:18:02.956268Z",60,2.799,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:02.956268Z","sy.leuyen"
82,"1","Chất liệu:ok
Màu sắc:ok
Đúng với mô tả:ok

Giao khá nhanh hàng ok nha ghẹ hay 🥳 có thể là có người yêu quá rồi đấy nhé có 👍 thôi c thôi chứ c đi học 📖 y","2024-04-14T12:18:05.727864Z",61,1.869,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:05.727864Z","quynhmakeup1234_5"
83,"1","Chất liệu:inox
Màu sắc:bạc
Đúng với mô tả:tuyệt

Hàng nhạn đúng y mẫu. Sáng lắm nha. Mấy hạt gắn sáng choang àh. Sắc sảo lắm nha. Nên mua nha mọi ng.","2024-04-14T12:18:08.718975Z",62,2.128,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:08.718975Z","rionguyen2905"
84,"1","Hàng rẻ, đẹp chất lượng cực kì ưng ý. Shop còn cho vào hộp cẩn thận. Giao hàng nhanh kịp đám cưới em 😂😂 cảm ơn shop","2024-04-14T12:18:11.918174Z",63,1.716,"{Mẫu 2021} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:11.918174Z","hangmoonpl"
85,"1","Charm đẹp lắm nha mn ơi, cài áo trông lung linh cực kì luôn ạ. Giao hàng nhanh nữa hình như có 1 ngày là đến nơi rồi ạ.","2024-04-14T12:18:19.044080Z",64,5.347,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"No Spam","2024-04-14T12:18:19.044080Z","vkjin"
86,"1","Giao hàng nhanh lắm đặt htrc hôm sau có liền mà đóng gói cẩn thận, có 1c ghim cài thôi nhưng 2 hộp cẩn thận dã man","2024-04-14T12:18:24.112126Z",65,3.918,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:24.112126Z","n*****1"
87,"1","Chất liệu:ok
Đúng với mô tả:đúng

Hàng đẹp, đóng hộp xịn sò, shop lại còn giao nhanh nữa (điểm cộng)! 
Có nhiều mẫu đẹp nữa nên sẽ để dành mua dần tiếp 👍","2024-04-14T12:18:27.093474Z",66,2.03,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:27.093474Z","vuhuytuan1993"
88,"1","Đã nhận được hàng, chất liệu mới dùng chưa biết có oki không nhưng màu sắc sáng đẹp đúng như mô tả hình ảnh đúng. Nếu chất lượng tốt sẽ ủng hộ shop thêm. Cảm ơn shop","2024-04-14T12:18:30.785088Z",67,2.857,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:30.785088Z","h*****6"
89,"1","Màu sắc:ok
Đúng với mô tả:ok
Chất liệu:ok

Hàng đẹp và sáng, shop đóng gói cẩn thận, hàng cho vào hộp đựng rất đẹp, cảm ơn shop nhé","2024-04-14T12:18:34.453427Z",68,1.757,"{Mẫu 2022} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:34.453427Z","hien1306"
90,"1","Hàng đẹp, đóng gói rất tốt, có hộp đựng và túi êm như đồng hồ, giống với hình ảnh shop đăng, mọi người nên mua nhé","2024-04-14T12:18:39.712122Z",69,4.361,"{Mẫu 2021} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:39.712122Z","tlazy"
91,"1","Màu sắc:silver
Chất liệu:kim loại
Đúng với mô tả:sản phẩm đúng với mô tả

Sản phẩm dùng ok nha. Shop gói hàng kỹ càng. SP có thể dùng để đeo trực tiếp trên áo vest hoặc phối với các mẫu quần áo cũng rất được.
Hình ảnh và video chỉ quay đại để được nhận xu, mong cả nhà thông cảm. Cảm ơn mọi người.","2024-04-14T12:18:42.738003Z",70,2.215,"{Mẫu 2023} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:42.738003Z","...tulen..."
92,"1","Màu sắc:yess
Chất liệu:kim loại mạ chrom bóng
Đúng với mô tả:ok

5h nhập tiệc 4h30 shipper giao hên vãi cả đái cho shop 5s vì sự may mắn này","2024-04-14T12:18:46.331794Z",71,2.368,"{Mẫu 2023} Ghim cài áo Vest Nam thời trang nhiều mẫu lựa chọn (GH-320 - GH-329) {Phụ kiện Vest Nam - AdamZone}",5,"Spam","2024-04-14T12:18:46.331794Z","phikhanh8332"
